,Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
685,Mr PB&J,http://www.tripadvisor.in/Restaurant_Review-g34438-d4837754-Reviews-Mr_PB_J-Miami_Florida.html,,,"Pop Up, Miami, FL 33186",TripAdvisor,33186,True,33186
686,Pollo Tropical,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207533-Reviews-Pollo_Tropical-Miami_Florida.html,"1,059 of 3,600",2.0,"11875 SW 26th St, Miami, FL 33175",TripAdvisor,33175,True,33175
687,Metro Latin American LLC,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182181-Reviews-Metro_Latin_American_LLC-Miami_Florida.html,,,"6600 NW 72nd Ave, Miami, FL 33166",TripAdvisor,33166,True,33166
688,Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182089-Reviews-Pizza_Hut-Miami_Florida.html,"1,442 of 3,600",1.0,"2859 Bird Ave, Ste 1, Miami, FL 33133",TripAdvisor,33133,True,33133
689,Con Sabor A Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199786-Reviews-Con_Sabor_A_Cafe-Miami_Florida.html,,,"9558 SW 137 ave, Miami, FL 33186",TripAdvisor,33186,True,33186
690,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4559536-Reviews-Subway-Miami_Florida.html,"660 of 3,600",2.0,"12089 SW 152nd St, Miami, FL 33177",TripAdvisor,33177,True,33177
691,Namaste,http://www.tripadvisor.in/Restaurant_Review-g34438-d3665380-Reviews-Namaste-Miami_Florida.html,"1,242 of 3,600",3.0,"7420 Biscayne Blvd, Miami, FL",TripAdvisor,"i, FL",False,
692,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182010-Reviews-Burger_King-Miami_Florida.html,,,"3601 NW 27th Ave, Miami, FL 33142",TripAdvisor,33142,True,33142
693,Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207524-Reviews-Wendy_s-Miami_Florida.html,"1,237 of 3,600",2.0,"12000 SW 49th St, Miami, FL 33175",TripAdvisor,33175,True,33175
694,Moby's Fish and Chicken,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509096-Reviews-Moby_s_Fish_and_Chicken-Miami_Florida.html,,,"19925 NW 2nd Ave, Miami, FL 33169",TripAdvisor,33169,True,33169
695,Que Bueno,http://www.tripadvisor.in/Restaurant_Review-g34438-d2718130-Reviews-Que_Bueno-Miami_Florida.html,"1,338 of 3,600",1.0,"6421 SW 8th Street, Miami, FL",TripAdvisor,"i, FL",False,
696,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182034-Reviews-Subway-Miami_Florida.html,,,"14629 SW 42nd St, Miami, FL 33175",TripAdvisor,33175,True,33175
697,Eurest Dining Services,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194141-Reviews-Eurest_Dining_Services-Miami_Florida.html,,,"16565 NW 15th Ave, Miami, FL 33169-5619",TripAdvisor,-5619,False,33169
698,Sweet Art By Lucila,http://www.tripadvisor.in/Restaurant_Review-g34438-d465910-Reviews-Sweet_Art_By_Lucila-Miami_Florida.html,"759 of 3,600",14.0,"5734 Bird Rd, Miami, FL 33155",TripAdvisor,33155,True,33155
699,Don Chile,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207549-Reviews-Don_Chile-Miami_Florida.html,,,"1607 Ponce De Leon Blvd, Miami, FL 33134-4012",TripAdvisor,-4012,False,33134
700,Isla Dorada Restaurante,http://www.tripadvisor.in/Restaurant_Review-g34438-d4334708-Reviews-Isla_Dorada_Restaurante-Miami_Florida.html,,,"48 E Flagler St, Ste M35, Miami, FL 33131",TripAdvisor,33131,True,33131
701,The Irish Times Pub and Eatery,http://www.tripadvisor.in/Restaurant_Review-g34438-d1075038-Reviews-The_Irish_Times_Pub_and_Eatery-Miami_Florida.html,"1,322 of 3,600",8.0,"5850 Sunset Drive, Miami, FL 33143",TripAdvisor,33143,True,33143
702,Green House Organic Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d3343416-Reviews-Green_House_Organic_Restaurant-Miami_Florida.html,"1,243 of 3,600",6.0,"3207 NE 163rd St., Miami, FL 33162",TripAdvisor,33162,True,33162
703,Miami Subs Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182325-Reviews-Miami_Subs_Grill-Miami_Florida.html,,,"8550 Biscayne Blvd, Miami, FL 33138",TripAdvisor,33138,True,33138
704,Roberto's Taco Shop,http://www.tripadvisor.in/Restaurant_Review-g34438-d4206103-Reviews-Roberto_s_Taco_Shop-Miami_Florida.html,,,"20095 S Dixie Hwy, Miami, FL 33189-1205",TripAdvisor,-1205,False,33189
705,Los Catrachos,http://www.tripadvisor.in/Restaurant_Review-g34438-d3724077-Reviews-Los_Catrachos-Miami_Florida.html,"1,109 of 3,600",1.0,"sw 8th street, Little Havana, Miami, FL",TripAdvisor,"i, FL",False,
706,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562553-Reviews-Subway-Miami_Florida.html,"510 of 3,600",9.0,"401 Biscayne Blvd, Miami, FL 33132",TripAdvisor,33132,True,33132
707,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4181638-Reviews-Burger_King-Miami_Florida.html,,,"2711 NE 187th St, Miami, FL 33180",TripAdvisor,33180,True,33180
708,Henry's Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207548-Reviews-Henry_s_Cafeteria-Miami_Florida.html,,,"139 NE 1st St, Miami, FL 33132",TripAdvisor,33132,True,33132
709,Mia Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4201290-Reviews-Mia_Cafe-Miami_Florida.html,,,"2691 NE 203rd St, Miami, FL 33180",TripAdvisor,33180,True,33180
710,Turbo Sushi,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194029-Reviews-Turbo_Sushi-Miami_Florida.html,,,"242 NE 27th St, Miami, FL 33137-4522",TripAdvisor,-4522,False,33137
711,Hacienda Latin Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4223597-Reviews-Hacienda_Latin_Restaurant-Miami_Florida.html,,,"11735 Sw 147 Ave Unit 1, Miami, FL",TripAdvisor,"i, FL",False,
712,Carleton's Old Fashion Ice Cream Parlor,http://www.tripadvisor.in/Restaurant_Review-g34438-d4859839-Reviews-Carleton_s_Old_Fashion_Ice_Cream_Parlor-Miami_Florida.html,,,"7290 SW 168th St, Miami, FL 33157",TripAdvisor,33157,True,33157
713,Lolita's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196490-Reviews-Lolita_s_Cafe-Miami_Florida.html,,,"3034 NW 7th Ave, Miami, FL 33127",TripAdvisor,33127,True,33127
714,International Restaurant & Cafe',http://www.tripadvisor.in/Restaurant_Review-g34438-d4182294-Reviews-International_Restaurant_Cafe-Miami_Florida.html,"1,113 of 3,600",1.0,"8190 SW 8th St, Miami, FL 33144",TripAdvisor,33144,True,33144
715,Rally's Hamburgers,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182256-Reviews-Rally_s_Hamburgers-Miami_Florida.html,,,"12701 SW 42nd St, Miami, FL 33175",TripAdvisor,33175,True,33175
716,La Primera Parada Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194028-Reviews-La_Primera_Parada_Restaurant-Miami_Florida.html,,,"11802 NW 10th Ave, Miami, FL 33168",TripAdvisor,33168,True,33168
717,"Wok & Roll
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d465729-Reviews-Wok_Roll-Miami_Florida.html,,1.0,"601 SW 87TH Ct, Miami, FL 33174-2469",TripAdvisor,-2469,False,33174
718,Deliciosa Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d2542330-Reviews-Deliciosa_Bakery-Miami_Florida.html,"1,489 of 3,600",1.0,"University Lakes Shopping Center, 12820 Southwest 8th Street, Miami, FL",TripAdvisor,"i, FL",False,
719,Crepe Maker,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182281-Reviews-Crepe_Maker-Miami_Florida.html,"786 of 3,600",2.0,"3410 Main Hwy, Miami, FL 33133",TripAdvisor,33133,True,33133
720,Fish Corner,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508506-Reviews-Fish_Corner-Miami_Florida.html,,,"5555 NE 2nd Ave, Miami, FL 33137-2548",TripAdvisor,-2548,False,33137
721,Flor DE La Canela,http://www.tripadvisor.in/Restaurant_Review-g34438-d881270-Reviews-Flor_DE_La_Canela-Miami_Florida.html,"519 of 3,600",5.0,"11865 SW 26th St Ste J1, Miami, FL 33175",TripAdvisor,33175,True,33175
722,Kosher Carole,http://www.tripadvisor.in/Restaurant_Review-g34438-d4560270-Reviews-Kosher_Carole-Miami_Florida.html,,,"3585 NE 207th St, Miami, FL 33180",TripAdvisor,33180,True,33180
723,Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207882-Reviews-Pizza_Hut-Miami_Florida.html,,,"10691 SW 40th St, Miami, FL 33165",TripAdvisor,33165,True,33165
724,Tradewinds Bar & Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d1140912-Reviews-Tradewinds_Bar_Grill-Miami_Florida.html,"396 of 3,600",134.0,"401 Biscayne Blvd, Miami, FL 33132",TripAdvisor,33132,True,33132
725,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4368607-Reviews-Burger_King-Miami_Florida.html,,,"4032 SW 137th Ave, Miami, FL 33175",TripAdvisor,33175,True,33175
726,Natural Chicken Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182419-Reviews-Natural_Chicken_Grill-Miami_Florida.html,,,"13709 SW 56th St, Ste G, Miami, FL 33175",TripAdvisor,33175,True,33175
727,Ayestaran Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d480815-Reviews-Ayestaran_Restaurant-Miami_Florida.html,"939 of 3,600",12.0,"706 SW 27th Ave, Miami, FL 33135-3015",TripAdvisor,-3015,False,33135
728,Pashas - Design District,http://www.tripadvisor.in/Restaurant_Review-g34438-d4202996-Reviews-Pashas_Design_District-Miami_Florida.html,,,"3801 N Miami Ave, Miami, FL 33127",TripAdvisor,33127,True,33127
729,La Brasa Rotisserie and Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207551-Reviews-La_Brasa_Rotisserie_and_Grill-Miami_Florida.html,,,"2320 SW 87th Ave, Miami, FL 33165",TripAdvisor,33165,True,33165
730,Wynwood Kitchen and Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d1945943-Reviews-Wynwood_Kitchen_and_Bar-Miami_Florida.html,"70 of 3,600",147.0,"2550 N.W 2nd Avenue, Miami, FL 33127",TripAdvisor,33127,True,33127
731,Original Pancake House,http://www.tripadvisor.in/Restaurant_Review-g34438-d466986-Reviews-Original_Pancake_House-Miami_Florida.html,"329 of 3,600",31.0,"11510 SW 72nd St, Miami, FL 33173-2668",TripAdvisor,-2668,False,33173
732,Starbucks,http://www.tripadvisor.in/Restaurant_Review-g34438-d3256412-Reviews-Starbucks-Miami_Florida.html,"189 of 3,600",48.0,"Miami International Airport, International Departures, Miami, FL",TripAdvisor,"i, FL",False,
733,Sweet Times Cupcakes & Coffee,http://www.tripadvisor.in/Restaurant_Review-g34438-d5076900-Reviews-Sweet_Times_Cupcakes_Coffee-Miami_Florida.html,"549 of 3,600",2.0,"8530 SW 124th Ave, #101, Miami, FL 33183",TripAdvisor,33183,True,33183
734,Cake Designs by Edda,http://www.tripadvisor.in/Restaurant_Review-g34438-d4974458-Reviews-Cake_Designs_by_Edda-Miami_Florida.html,,,"4315 SW 72nd Ave, Miami, FL 33155",TripAdvisor,33155,True,33155
735,Cueva blue,http://www.tripadvisor.in/Restaurant_Review-g34438-d4556138-Reviews-Cueva_blue-Miami_Florida.html,,,"1388 SW 8 St, Miami, FL 33135",TripAdvisor,33135,True,33135
736,Rendez-Vu Cafe Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d5064204-Reviews-Rendez_Vu_Cafe_Restaurant-Miami_Florida.html,,,"762 NW 183rd St, Miami, FL 33169-4250",TripAdvisor,-4250,False,33169
737,Aladdin's Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d2385449-Reviews-Aladdin_s_Grill-Miami_Florida.html,,,"3415 Main Hwy, Coconut Grove, Miami, FL 33133-5915",TripAdvisor,-5915,False,33133
738,Bon Fromage,http://www.tripadvisor.in/Restaurant_Review-g34438-d2157616-Reviews-Bon_Fromage-Miami_Florida.html,"1,226 of 3,600",14.0,"500 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,True,33131
739,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182319-Reviews-Subway-Miami_Florida.html,,,"14608 SW 8th St, Miami, FL 33184-3136",TripAdvisor,-3136,False,33184
740,Mayis Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194017-Reviews-Mayis_Cafe-Miami_Florida.html,,,"11880 SW 40th St, Ste 111, Miami, FL 33175",TripAdvisor,33175,True,33175
741,Mi Barrio Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d3181769-Reviews-Mi_Barrio_Cafe-Miami_Florida.html,,,"711 NW 27TH Ave, Miami, FL 33125",TripAdvisor,33125,True,33125
742,La Cremita Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192756-Reviews-La_Cremita_Cafeteria-Miami_Florida.html,,,"2761 Coral Way, Miami, FL 33145",TripAdvisor,33145,True,33145
743,Gyu-Kaku Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d6474594-Reviews-Gyu_Kaku_Miami-Miami_Florida.html,"582 of 3,600",5.0,"Infinity at Brickell Unit R1, 34 SW 13th St, Miami, FL 33130",TripAdvisor,33130,True,33130
744,Homestyle Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d1150950-Reviews-Homestyle_Restaurant-Miami_Florida.html,,,"14905 NW 22nd Ave, Miami, FL 33054",TripAdvisor,33054,True,33054
745,Spice of Havanna Latin Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369968-Reviews-Spice_of_Havanna_Latin_Grill-Miami_Florida.html,,1.0,"100 SE 2nd St, Ste 1110, Miami, FL 33131",TripAdvisor,33131,True,33131
746,Arahis Bakery & Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d935496-Reviews-Arahis_Bakery_Restaurant-Miami_Florida.html,"1,554 of 3,600",1.0,"745 SW 8th St, Miami, FL 33130-3310",TripAdvisor,-3310,False,33130
747,Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207925-Reviews-Burger_King-Miami_Florida.html,"621 of 3,600",17.0,"5505 Blue Lagoon Dr, Miami, FL 33126",TripAdvisor,33126,True,33126
748,Tutto Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192816-Reviews-Tutto_Pizza-Miami_Florida.html,"1,184 of 3,600",3.0,"1753 SW 3rd Ave, Miami, FL 33129",TripAdvisor,33129,True,33129
749,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370991-Reviews-Subway-Miami_Florida.html,"673 of 3,600",5.0,"3401 N Miami Ave, The Shoppes at Midto Ste 112, Miami, FL 33127",TripAdvisor,33127,True,33127
750,Spaghettino,http://www.tripadvisor.in/Restaurant_Review-g34438-d4765869-Reviews-Spaghettino-Miami_Florida.html,"395 of 3,600",17.0,"947 Brickell Ave, Miami, FL",TripAdvisor,"i, FL",False,
751,Sweet Art by Lucila,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207885-Reviews-Sweet_Art_by_Lucila-Miami_Florida.html,,,"13045 SW 89th Pl, Miami, FL 33176",TripAdvisor,33176,True,33176
752,Quiznos,http://www.tripadvisor.in/Restaurant_Review-g34438-d4874768-Reviews-Quiznos-Miami_Florida.html,"1,079 of 3,600",1.0,"2600 NW 87th Ave, Ste 10, Miami, FL 33172",TripAdvisor,33172,True,33172
753,"Havana Spice
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d3471519-Reviews-Havana_Spice-Miami_Florida.html,,1.0,"8322 S. Dixie HWY, Miami, FL 33143",TripAdvisor,33143,True,33143
754,Sushi Saki Hammocks,http://www.tripadvisor.in/Restaurant_Review-g34438-d5099762-Reviews-Sushi_Saki_Hammocks-Miami_Florida.html,,,"14649 SW 104th St, Miami, FL 33186-2976",TripAdvisor,-2976,False,33186
755,Rincon Argentino - Kendall,http://www.tripadvisor.in/Restaurant_Review-g34438-d1995148-Reviews-Rincon_Argentino_Kendall-Miami_Florida.html,"399 of 3,600",20.0,"7744 N. Kendall Drive, Miami, FL 33156",TripAdvisor,33156,True,33156
756,New York Roma Pizza & Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d913819-Reviews-New_York_Roma_Pizza_Pasta-Miami_Florida.html,"618 of 3,600",15.0,"2985 Mcfarland Rd, Coconut Grove, Miami, FL 33133-6010",TripAdvisor,-6010,False,33133
757,Latin Sports Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d6380625-Reviews-Latin_Sports_Grill-Miami_Florida.html,"827 of 3,600",1.0,"1001 SW 67 Ave, Suite 105, Miami, FL 33144",TripAdvisor,33144,True,33144
758,Chuck Wagon Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182241-Reviews-Chuck_Wagon_Restaurant-Miami_Florida.html,"926 of 3,600",2.0,"7628 SW 117th Ave, Miami, FL 33183",TripAdvisor,33183,True,33183
759,Canton Star,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196499-Reviews-Canton_Star-Miami_Florida.html,"1,480 of 3,600",1.0,"15718 SW 72nd St, Miami, FL 33193",TripAdvisor,33193,True,33193
760,Atchana's East West Kitchen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196506-Reviews-Atchana_s_East_West_Kitchen-Miami_Florida.html,"901 of 3,600",4.0,"2951 S Bayshore Dr, Miami, FL 33133",TripAdvisor,33133,True,33133
761,Caviareatery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4824936-Reviews-Caviareatery-Miami_Florida.html,,,"687 NE 79th St, Miami, FL 33138",TripAdvisor,33138,True,33138
762,Sweet Things Cakes,http://www.tripadvisor.in/Restaurant_Review-g34438-d1582820-Reviews-Sweet_Things_Cakes-Miami_Florida.html,"1,580 of 3,600",2.0,"13035 Southwest 112 Street, Papa Tave's in the Crossings, Miami, FL 33186",TripAdvisor,33186,True,33186
763,Los Paisanos Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192773-Reviews-Los_Paisanos_Restaurant-Miami_Florida.html,,,"824 W Flagler St, Miami, FL 33130",TripAdvisor,33130,True,33130
764,Sol y Son Cuban Cuisine,http://www.tripadvisor.in/Restaurant_Review-g34438-d4440596-Reviews-Sol_y_Son_Cuban_Cuisine-Miami_Florida.html,"1,172 of 3,600",1.0,"7921 SW 40TH ST Ste 47-48, Miami, FL",TripAdvisor,"i, FL",False,
765,Los Verdes Corp,http://www.tripadvisor.in/Restaurant_Review-g34438-d4914197-Reviews-Los_Verdes_Corp-Miami_Florida.html,"906 of 3,600",1.0,"2426 SW 137th Ave, Miami, FL 33175-6311",TripAdvisor,-6311,False,33175
766,Bita's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192805-Reviews-Bita_s_Cafe-Miami_Florida.html,,,"6101 Blue Lagoon Dr, Miami, FL 33126",TripAdvisor,33126,True,33126
767,Dewan Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192722-Reviews-Dewan_Restaurant-Miami_Florida.html,,,"16606 N Miami Ave, Miami, FL 33169",TripAdvisor,33169,True,33169
768,Mayumi Japanese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182208-Reviews-Mayumi_Japanese_Restaurant-Miami_Florida.html,,,"12374 SW 127th Ave, Miami, FL 33186",TripAdvisor,33186,True,33186
769,Express Subs & Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d4371001-Reviews-Express_Subs_Pasta-Miami_Florida.html,,,"10000 SW 56th St, Miami, FL 33165",TripAdvisor,33165,True,33165
770,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182140-Reviews-Subway-Miami_Florida.html,,,"7098 SW 117th Ave, Miami, FL 33183",TripAdvisor,33183,True,33183
771,Elements Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509182-Reviews-Elements_Restaurant-Miami_Florida.html,,,"3930 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,True,33137
772,Primos,http://www.tripadvisor.in/Restaurant_Review-g34438-d1974663-Reviews-Primos-Miami_Florida.html,"179 of 3,600",74.0,"1717 N.Bayshore Drive, DoubleTree Hotel, Miami, FL 33132",TripAdvisor,33132,True,33132
773,4100 Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4242538-Reviews-4100_Restaurant-Miami_Florida.html,"1,689 of 3,600",3.0,"4100 Flagler Road, Miami, FL",TripAdvisor,"i, FL",False,
774,Coral,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204882-Reviews-Coral-Miami_Florida.html,"1,111 of 3,600",1.0,"7390 NW 35th Ter, Miami, FL 33122",TripAdvisor,33122,True,33122
775,La Quinta Cafeteria Barbeque,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199802-Reviews-La_Quinta_Cafeteria_Barbeque-Miami_Florida.html,,,"7830 Coral Way, Miami, FL 33155",TripAdvisor,33155,True,33155
776,Sea salt and. Pepper. Miami fl,http://www.tripadvisor.in/Restaurant_Review-g34438-d5962453-Reviews-Sea_salt_and_Pepper_Miami_fl-Miami_Florida.html,"645 of 3,600",45.0,"N river drive, Miami, FL",TripAdvisor,"i, FL",False,
777,Palace Cafe & Dairy,http://www.tripadvisor.in/Restaurant_Review-g34438-d851006-Reviews-Palace_Cafe_Dairy-Miami_Florida.html,,,"1300 NW 7th St, Miami, FL 33125-3704",TripAdvisor,-3704,False,33125
778,Jade's Garden,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193424-Reviews-Jade_s_Garden-Miami_Florida.html,,,"11227 SW 152nd St, Miami, FL 33157",TripAdvisor,33157,True,33157
779,Tutopazzo,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192794-Reviews-Tutopazzo-Miami_Florida.html,,,"395 NE 59th St, Miami, FL 33137",TripAdvisor,33137,True,33137
780,Hibachi Grill & Noodle,http://www.tripadvisor.in/Restaurant_Review-g34438-d2559909-Reviews-Hibachi_Grill_Noodle-Miami_Florida.html,"1,488 of 3,600",9.0,"45 NE 3rd Avenue, Miami, FL 33132",TripAdvisor,33132,True,33132
781,Papo Llega Y PON,http://www.tripadvisor.in/Restaurant_Review-g34438-d911061-Reviews-Papo_Llega_Y_PON-Miami_Florida.html,"658 of 3,600",6.0,"2928 NW 17th Ave, Miami, FL 33142",TripAdvisor,33142,True,33142
782,La Paris Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509177-Reviews-La_Paris_Cafe-Miami_Florida.html,"1,325 of 3,600",1.0,"251 SE 1st St, Miami, FL 33131",TripAdvisor,33131,True,33131
783,Dairy Queen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182276-Reviews-Dairy_Queen-Miami_Florida.html,,,"10371 Hammocks Blvd, Miami, FL 33196",TripAdvisor,33196,True,33196
784,Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193493-Reviews-Pizza_Hut-Miami_Florida.html,"881 of 3,600",1.0,"19960 NW 2nd Ave, Miami, FL 33169",TripAdvisor,33169,True,33169
785,Food Elements Incorporated,http://www.tripadvisor.in/Restaurant_Review-g34438-d937644-Reviews-Food_Elements_Incorporated-Miami_Florida.html,"1,289 of 3,600",3.0,"3841 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,True,33137
786,Box Park,http://www.tripadvisor.in/Restaurant_Review-g34438-d4759949-Reviews-Box_Park-Miami_Florida.html,"1,084 of 3,600",1.0,"1111 sw 1ST Avenue, Miami, FL 33130",TripAdvisor,33130,True,33130
787,Lauras Burger Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182370-Reviews-Lauras_Burger_Bar-Miami_Florida.html,,,"18798 W Dixie Hwy, Miami, FL, Miami, FL 33180",TripAdvisor,33180,True,33180
788,Thea Pizzeria & Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4036635-Reviews-Thea_Pizzeria_Cafe-Miami_Florida.html,"750 of 3,600",5.0,"1951 NW 7th Ave., Miami, FL",TripAdvisor,"i, FL",False,
789,Dutch Pot Jamaican Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182073-Reviews-Dutch_Pot_Jamaican_Restaurant-Miami_Florida.html,,,"1518 NE 205th Ter, Miami, FL 33179",TripAdvisor,33179,True,33179
790,Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193502-Reviews-Wendy_s-Miami_Florida.html,,,"2000 NW 10th Ave, Miami, FL 33127",TripAdvisor,33127,True,33127
791,Sabor La Esquina Del,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194131-Reviews-Sabor_La_Esquina_Del-Miami_Florida.html,,,"3695 NW 46th St, Miami, FL 33142",TripAdvisor,33142,True,33142
792,Rubido's Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194124-Reviews-Rubido_s_Cafeteria-Miami_Florida.html,,,"532 SW 109th Ave, Miami, FL 33174",TripAdvisor,33174,True,33174
793,Harry's Pizzeria,http://www.tripadvisor.in/Restaurant_Review-g34438-d2363706-Reviews-Harry_s_Pizzeria-Miami_Florida.html,"69 of 3,600",60.0,"3918 North Miami Avenue, Miami, FL",TripAdvisor,"i, FL",False,
794,Quiznos,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207537-Reviews-Quiznos-Miami_Florida.html,,,"15465 SW 137th Ave, Miami, FL 33177",TripAdvisor,33177,True,33177
795,Pekin Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4037673-Reviews-Pekin_Chinese_Restaurant-Miami_Florida.html,"1,406 of 3,600",1.0,"2293 SW 17th Ave, Miami, FL 33145",TripAdvisor,33145,True,33145
796,YUZU Frozen Yogurt,http://www.tripadvisor.in/Restaurant_Review-g34438-d5076100-Reviews-YUZU_Frozen_Yogurt-Miami_Florida.html,"878 of 3,600",1.0,"235 SW 8th St, Miami, FL 33130",TripAdvisor,33130,True,33130
797,Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369040-Reviews-Subway-Miami_Florida.html,,,"2336 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,True,33137
798,Cafe Coco,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182006-Reviews-Cafe_Coco-Miami_Florida.html,,,"8665 Coral Way, Miami, FL 33155",TripAdvisor,33155,True,33155
799,Nandos Pizza & Grill Chicken,http://www.tripadvisor.in/Restaurant_Review-g34438-d4502878-Reviews-Nandos_Pizza_Grill_Chicken-Miami_Florida.html,,,"11510 SW 147th Ave, Miami, FL 33196-2443 (Formerly Nandos Pizza and Grill Chicken Halal Inc)",TripAdvisor, Inc),False,
800,Marcelino Pan Y Vino,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182336-Reviews-Marcelino_Pan_Y_Vino-Miami_Florida.html,,,"13204 NW 8th Ln, Miami, FL 33182",TripAdvisor,33182,True,33182
801,La Estacion Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192790-Reviews-La_Estacion_Cafe-Miami_Florida.html,"663 of 3,600",4.0,"1390 Brickell Ave., Miami, FL 33131",TripAdvisor,33131,True,33131
802,Em's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4952044-Reviews-Em_s_Restaurant-Miami_Florida.html,,,"2152 NW 27th Ave, Miami, FL 33142",TripAdvisor,33142,True,33142
