restau_name,reviews,zip
MYUMI,"This review is based on the location they have inside 1-800-Lucky as they don't have a check in available for this location. 

We ordered 2 Toro Rolls,...",33127
MYUMI,I went to MYUMI in 1-800-Lucky. I ordered the rainbow poke bowl. The guy who puts it together is as so helpful and nice. He was as actually over helpful...,33127
AKI-E By Chef Willy,First time here and this was such a great meal!  Wow! We came on a Sunday afternoon and were greeted by the Chef and he took special care to get our orders...,33144
AKI-E By Chef Willy,"Willy is one of South Florida's best chefs. 

The food is amazing!
AKI-E is a great place for lunch or dinner. 
Willy is always here and visits every table...",33144
AKI-E By Chef Willy,"If a restaurant is jamming Sade, especially on a cloudy rainy night, you know you'll have a sweet date. We came here for dessert at the recommendation of a...",33144
Stoupsy's of Athens,"Great place, the food here is great, my go to place to enjoy a delicious meal in downtown. These guys are super fast but the quality never suffers. I highly...",33131
Stoupsy's of Athens,Not the best Greek in downtown as the flavors are very bland. I've been meaning to try them for months but they don't open on the weekend but what a...,33131
Stoupsy's of Athens,"Fantastic little Greek place downtown, has the feeling of a Greek spot you would find in New York or San Francisco. $6.95 for a gyro sandwich, order, paid...",33131
Bavaria Haus,"One of my favorite German restaurants is (was) Hofbräu Beerhall on Lincoln Rd., but it closed earlier this year... very sad... although in a high tourist...",33132
Bavaria Haus,"Great German restaurant! You get the true taste of Germany in miami! 
Large selection of Beer and the food is excellent. From German sausage to great steaks...",33132
Bavaria Haus,"I pretty much avoid Bayside. I seriously hate that place.  We were at Frost and we were really hungry. We saw this place on Yelp, the reviews weren't...",33132
Ken's Healthy Delights,"My boss took me for a light lunch to celebrate Administrative Assistant 's day today. I have to say that their salad bar(no, it's not a buffet style salad...",33183
Ken's Healthy Delights,"Enjoyed the place, nice modern vibe to it, though I ate outside. I got the La Minel's crepe (veggie one) and a sweet minel crepe as dessert.

The veggie...",33183
Ken's Healthy Delights,I enjoyed this place so much that after trying it once I soon returned with friends the same week! I was hesitant to come here at the indication that it...,33183
Novecento,So one of my favorite places . It was a little slow but late at night it picked up. Good drinks and a good bottle of wine reasonably priced. The menu has...,33131
Novecento,We were a party of 9 on Friday night and we're seated almost immediately. It looked packed outside so I thought they were going to say it would be over an...,33131
Novecento,"We came back to the restaurant tonight. For a Thursday night, the place was pretty busy. We were promptly seated by the hostess (note: we had a...",33131
Sweet Tomatoes,"You are better off using the Yelp discount from the check-in rather than the Veggie Club coupon!!

Start with dessert, ok! Doable... continue with soups? Or...",33183
Sweet Tomatoes,Huge disappointment! Everything turned out into disasteroue restaurant by this location.. salad bar wasn't impressed by spoiled vegetables  it left as...,33183
Sweet Tomatoes,"If you want to overeat, you can come here and stuff yourself like a pig and still feel... healthy.  And not having to pay a lot, especially if you use a...",33183
Brasserie Azur,"I went to a company holiday party at Brasserie Azur last night. I wasn't sure what to expect, this place was FANTASTIC on every level. There was valet...",33137
Brasserie Azur,This restaurant is no longer serving mediterranean and French style  cuisine. It is now serving American food. The reason I'm giving this three stars is...,33137
Brasserie Azur,CLOSED‼‼ it has been closed for months now. Rumor has it that an Asian themed restaurant will be opening in the future in this location.,33137
Tacology,"It's very rare for me to give a restaurant a five star as I'm extremely picky when it comes to food and service. BUT, let me assure you these guys are...",33131
Tacology,Excited to visit the Brickell Center and come to Tacology. This was our first time here. The waiter asked us if it was and we said yes. He left us an ipad...,33131
Tacology,"As if I needed another reason to love Miami's newest star, Brickell Centre. Executive Chef Santiago Gomes (Cantina La Veinte, Nobu, and NYC's...",33131
Rock That Burger,"last night my room mates and i were in a mood for a good burger. after searching yelp, we found this hidden Gem. my room mate had the Hotel California...",33183
Rock That Burger,"I really wanted to fall in love with this place because the decor is so cool, but I have to say that the burgers my boyfriend and I tried were pretty...",33183
Rock That Burger,"Great burger! Great flavor! 

It's a small place, that I'm sure gets crazy busy on Friday and Saturday nights. Great selection of ingredients to make your...",33183
Long Gong Restaurant,I have to admit this place..is one of the best hotpot in miami.good quality ingredients. I love my chicken spicy oil.sesami oil sauce is pretty good.when...,33184
Long Gong Restaurant,"This place is located in a very small strip mall. Our waitress, Xioa Lin was fantastic. Very patient with us, especially after asking her so many questions....",33184
Long Gong Restaurant,"I love the food, delivery is FAST, the staff speak many languages, there is nothing bad to say. And their egg rolls are so good!",33184
Pilo's Street Tacos,BEST GUACAMOLE EVER! This tiny spot really safeties the taco craving on a whole other level. Tacos are a decent size and taste very fresh always (make sure...,33130
Pilo's Street Tacos,I was walking around Brickell with a friend looking to sit down for a beer and a light meal. I passed by this little spot and decided to try it cause...,33130
Pilo's Street Tacos,"Awesome tacos!! 
Considering ourselves true taco lovers 
These are full of authentic Mexican flavors. 
Great attention by the whole staff and treat yourself...",33130
Mac & Chess,"I cannot stress how AMAZING THIS PLACE IS!!!!! 
For sure a hidden gem in Miami. EVERYTHING is made in house, the produce is purchased locally, everything is...",33184
Mac & Chess,So we finally made it out to Mac and chess. The place is quite small but the atmosphere is pleasant. It is pretty bare-bones. They don't do silverware...,33184
Mac & Chess,"My husband discovered this place while doing an Uber eats delivery so we decided to checkout the food.
At first I thought it was jus a restaurant where the...",33184
Divino Ceviche,Amazing ceviche and and even better vibe. This place has outdoor seating shared with a lot of other restaurants which makes the place really vibrant. It's a...,33134
Divino Ceviche,"Been to both locations and the name is accurate, their ceviche is divine. I dream about their ceviche when I know I'll be heading to FL - specifically their...",33134
Divino Ceviche,"I decided to stop at this location after a family event. The day was beautiful, so we grabbed a table outside. The restaurant was clean inside and out,...",33134
Gourmet Gourmet,"This Chinese restaurant is amazing. The food is 5 star quality, the service is amazing & after  Irma they were open strong as ever. You guys feed us when we...",33134
Gourmet Gourmet,Great food in a small location! Homemade egg rolls and duck sauce were delicious. The staff are very funny and they have a great sense of humor.,33134
Gourmet Gourmet,"This is not a restaurant, this is an experience. The owner is THE CHEF! his flavors are outstanding. The best thing is watching him cook. The place is a...",33134
Tarpon Bend,"Been here a couple of times. 

Went for their $5 margaritas Wednesday night, they had many different options for flavors but all were very weak.

Went again...",33134
Tarpon Bend,"Haven't had the food here so only rating on happy hour

Fridays 2/1 drinks til 12am can't beat that. It's pretty busy on Fridays so you will find yourself...",33134
Tarpon Bend,"I've been to tarpon more times that i can count. its a must go if you work in the area or live close by, and specially if you're interested in doing happy...",33134
El Palacio de los Jugos,"This is my favorite Palacio De Los Jugos. It is the largest one that I know of and their variety is immense. Their food always appears to be fresh, and is...",33155
El Palacio de los Jugos,We went there in the afternoon looking for young coconut . We found this place because they had another place in a different location and the person told us...,33155
El Palacio de los Jugos,"Breakfast toast & eggs tasted burned. Asked for a cup of water, couldn't get free water. Tried to buy a water bottle and they couldn't swipe my debit for a...",33155
BurgerFi,"My coworkers and I started coming to this BurgerFi about a year ago, and initially the service was pretty hit or miss. We have noticed a HUGE improvement in...",33134
BurgerFi,An average burger. Lack of flavor held it back for me (which seemed strange because I ordered the CEO burger and that sounded like it was going to be super...,33134
BurgerFi,"BurgerFi as a whole has lost my business permanently. I used to be a frequent customer, but definitely not anymore after events that went down at this...",33134
Taikin Asian Cuisine,"Best Asian cuisine in MIAMI!! Everything is soo delicious! My fav is the rice bites! Uufff !
The nutella mouse is super good!
The place is very cozy and...",33178
Taikin Asian Cuisine,Taikin was very busy on Friday night. We waited standing for over 20minutes to be seated. Upon seating we had our server take our orders. Once the food came...,33178
Taikin Asian Cuisine,"I wanted to try some Asian food because besides the hamburgers I love the food of that continent and I am a sushi lover. This is a literally new place, the...",33178
South Garden Chinese Restaurant,"Great food, closest to the real deal you can find down here. We celebrate most of our occasions here. Lobster black bean sauce is a most.",33173
South Garden Chinese Restaurant,"I used to go every Sunday years ago and it was so good...after they changed hands it seems like it's not up to the excellent quality from before. 

What's...",33173
South Garden Chinese Restaurant,"The place was crowded, as we'd forgotten it was Chinese New Years, but it was getting close to the end of the night so we only waited 15 minutes. The...",33173
Cilantros Cafeteria,Wanted to try Cuban food while we were in Florida. Our schedule didn't allow it until the night before we left so we had to find somewhere near the airport....,33166
Cilantros Cafeteria,The extra star is for the delivery option. I was happy to see that I could get Cuban food delivered right to my hotel via the Yelp app. I ordered one of my...,33166
Cilantros Cafeteria,Wow this place is truly incredible. I was only in Miami on a brief layover and wanted some home cooked Cuban food. And this place totally blew my mind. It...,33166
Carne Asada Tortilleria Nicas,"Where do I start with this place ! First of is Nicaraguan food served Traditional Fritanga style. 
If you visit Nicaragua all around the country you would...",33174
Carne Asada Tortilleria Nicas,"This was a frequent spot for ""to-go"" quick meals from some of my co-workers, and we were debating on where to go for lunch today. I had never been, but we...",33174
Carne Asada Tortilleria Nicas,This place most of the time is crowded and I'll accept that because food is delicious and service is good. I recommend to try one of their desserts...,33174
Bayfront Cafe/Havana Lounge,"I still dream about Cuban bread. I wish American breakfasts were as flavorful, satisfying, and exciting as the breakfasts here. 

I love the bread here so...",33131
Bayfront Cafe/Havana Lounge,"The kind owners contacted me after my review was posted and they have moved!  I appreciate the very considerate note.

Here's the new location:
Havana...",33131
Bayfront Cafe/Havana Lounge,This was absolutely a horrible experience! The staff was unfriendly and basically refused to serve us. Talk about discrimination. Roughly 15 min to get...,33131
Chef Sucre Cafe,Good for a quick lunch- if you have a tight schedule. They brought me my salad in less than 7 minutes and it was delicious. I got the farm salad with tuna!...,33134
Chef Sucre Cafe,"I wanted to run to this place as soon as I saw there ice coffee chips.... thruth be told, the latte was expensive and nothing to rave about. 

We also tried...",33134
Chef Sucre Cafe,"This place is so freaking cute! Imagine a french bistro with a Miami twist. 

Stopped by for a coffee and breakfast yesterday and was really pleased with...",33134
Lotus Garden,"Years ago, someone mentioned Lotus Garden to me as a place that could please the pickiest of eaters. I agreed with the sentiment mostly because the person...",33134
Lotus Garden,"We always passed by and never stopped and tried it because the decor is kind of a turn off for us. 

Anyway, we finally tried it on Sunday night  because...",33134
Lotus Garden,"Lotus Garden is my go-to Thai spot. Typically I'm not a creature of habit, but when it comes to Lotus Garden I can't break away from the Massaman Curry and...",33134
Baby Jane,Absolutely love the ambiance in this place. The bar and booths around it are very cool and it definitely suits different occasions and groups of people....,33131
Baby Jane,"Hmmmm Oh Baby Jane ... oh so good. I think I'm in a fold comma. 

So I've had Baby Jane bookmarked for some time and I've heard great things, but had never...",33131
Baby Jane,We came in here for a quick girl's happy hour. Found a seat outside which we shared with another girls group. All good so far... then we get our waitress......,33131
Pizza Deli & Company,"Great place to have an awsome ,(Large) pizza close to home. Very polite staff, never in a hurry and quite friendly. 

I would recommend this place to any...",33155
Pizza Deli & Company,"In my house, every Friday is ""Pizza Friday!"" And Pizza Friday means ordering a pie from Pizza Deli & Company.  I moved to Coral Gables two and a half years...",33155
Pizza Deli & Company,"Yes. Yes. Yes. 

Not only am I super stoked about the vicinity of this place to my house but I'm extremely excited about how amazing their food is. It's the...",33155
La Nonna Italian Restaurant,"Went here for lunch today and we were in for a treat. The place is old school decor but with a classic feel, perhaps it was the Italian music playing, I...",33174
La Nonna Italian Restaurant,"Came here to try their $5.85 lunch special since so many Yelp reviewers seemed to love it and was not disappointed! Upon arriving, I noticed the place was...",33174
La Nonna Italian Restaurant,It's not a fancy place and it does not tries to be in any way! When I was younger by best friend used to be Italian and every time I went to her house we...,33174
Tutto Pasta Ristorante,"Tutto Pasta is a small, cute, authentic feeling restaurant in a great location. The parking is easier than you'd think being on Coral Way. The service was...",33129
Tutto Pasta Ristorante,"I've eyed this restaurant for years and finally made my way last week for dinner. 

For starters, the place is pretty charming. It's got that old-school,...",33129
Tutto Pasta Ristorante,"I loved it. 

Finally able to enjoy a relaxing lunch with my associate @abigailitaaa today- before starting a Depostion downtown-  I enjoy teaching young...",33129
El Cielo by Juan Manuel Barrientos,"8/26/2017 Birthday dinner for my Mom and I as we celebrate big every year! Catching up to this belated review before the 2017 is no more, this was a...",33131
El Cielo by Juan Manuel Barrientos,"This has been one of the hardest restaurants to review. Lets start with the good because there was a lot of good, the concept of the restaurant is a food...",33131
El Cielo by Juan Manuel Barrientos,"Ok let's let's see where I can start... my dad made reservations at this place for my stepmoms birthday, I've never heard of the place so I did some...",33131
Tasca De España,I love coming to Tasca de Espana only for their Indian cuisine. The Indian food is delicious at this place. Their lamb korma is to die for. The meat of the...,33165
Tasca De España,"Favorite dish here: Vegetable Malai Kofta served with rice. This dish is so flavorful, and you can scoop up the extra heavenly sauce with an order of garlic...",33165
Tasca De España,"What a night!!! Friday night was Salsa Night, with Hour Light -the band- they also played flamenco, bachata, samba, belly dancing, regueton, etc. Six...",33165
Elia Gourmet,"Nice place, perfect for my lunch break. The food is good, variety of choices and the staff is great.",33132
Elia Gourmet,"Honestly, the food is delicious. I have been coming here for almost a year and although the food is delicious, the customer service has been horrendous....",33132
Elia Gourmet,Absolutely delicious warm pita and hummus appetizer. I was surprised by how much hummus they provided us! I got the chicken souvlaki pita with the side...,33132
Love Life Cafe,"Wow, we found our new favorite Vegan Cafe. That didn't take long at all. Either did our wait for perfect clean food. Wow. 

Curry Lentil soup, a super clean...",33137
Love Life Cafe,"I'm a regular here. The food is great. Pricey though. I'd come more often if the prices were more reasonable.

It's located in a yoga studio in Wynwood....",33137
Love Life Cafe,"Following a doctor's appointment at Boscom Eye Clinic (eye surgery), my husband and I desired some good 'ole vegan food. I conducted a Yelp search and found...",33137
Spris Artisan Pizza,"The pizza dough is amazing the edge of the pizza is perfect, exceptional leavening. The Pizzaiolo is from Italy and very fantastic guy, which seems to be in...",33127
Spris Artisan Pizza,"5 stars for the beat the clock special. Unbelievable value. Delicious wood fired pizzas for $6... I over ordered and had lunch for the next day! 

Don't...",33127
Spris Artisan Pizza,"The pizza is pretty bad. And the menu is so strange! 

The have a few avocado and mango dishes... in an Italian restaurant? There is nothing Italian about...",33127
China Express,I order from here often and the food never disappoints! Chinese food can be on the greasy side and the food here is not greasy! They must change the oil...,33144
China Express,This place is ok. We were craving Chinese food for lunch at the office and our usual restaurant was closed due to vacation so we decided to try this place....,33144
China Express,"Love, Love, LOVE THIS PLACE!!! Best Chinese takeout in Miami! I've been coming to China Express for a few years now and it's never disappoints. 

They have...",33144
El Novillo Restaurant,Nice Nicaraguan steak house for a quiet dinner or family gathering. They have traditional Nicaraguan dishes and deserts to satisfy your taste buds. The...,33155
El Novillo Restaurant,Just had lunch here and it was great! It looks like an old school classy Italian restaurant with a fountain and several dining areas. We went do lunch and...,33155
El Novillo Restaurant,"Known for their churrasco, that's what our whole table ordered. I didn't think the churrasco was anything out of this world...but the three sauces made the...",33155
Royal Thai Food,This is one of the best Thai food places in the area! Ordered their wonton soup and crab wontons and they were so good! I ordered from uber eats and it was...,33172
Royal Thai Food,Was in the area looking for some lunch and decided to seek out Thai for my boyfriend who was pretty sick at the time but craving spicy food. I had heard...,33172
Royal Thai Food,"Perfect SPICY Panang curry with chicken. I really needed some good Thai delivered to work today, I ordered my favorite dish from this little gem in a 107th...",33172
My Little Greek Deli,"Don't spend your money on Miami Subs grill. This is where you should be getting your gyro fix! 

This is our go to spot when we just can't figure out...",33166
My Little Greek Deli,I drove all the way from the Kendall area to eat here because I have heard so many great things and they truly did not disappoint! Got there a little...,33166
My Little Greek Deli,"Pros: The spanakopita was outstanding, great flavor, will order it again. I had he Mytilini salad, the fish was perfect. Reasonable prices, good service,...",33166
Nusr-Et,"Aloha. Hawaii foodie eats Miami. Let's talk about #saltbae, does Nusr-Et live up to the hype? Absolutely. This restaurant should be your #1 food destination...",33131
Nusr-Et,We went twice. Both times the service was excellent. Servers are attentive and prompt (warning: they keep bringing bottles of water without asking first if...,33131
Nusr-Et,"Two stars at best. I was really looking forward to the experience and eating here, however, was disappointed to say the least. 

I don't mind spending the...",33131
Caffe Abbracci,"What can I say, we have been coming here on and off for the past twenty years.  When a restaurant in Miami has been around for thirty years, that alone says...",33134
Caffe Abbracci,Came again to this awesome restaurant! The staff and the owner always happy. The place looks always stunning so classy and so busy but classy at tge sane...,33134
Caffe Abbracci,"This place is one of my all time favorite Italian restaurants.  Simple delicious ingredients that are cooked to perfection.    

The service is always...",33134
Plant Miami,"Exceptional ambience, great beer selection, very well developed menu, great service. 

*one thing to keep in mind: all the plates are served at room...",33137
Plant Miami,The only reason why I am giving this place 2 stars is because of the manager named Juan. He was very unpleasant from the moment we walked in. We were a...,33137
Plant Miami,"The service was fantastic!! Everyone was very welcoming. The restaurant is beautifully decorated as expected. 

 But, the food was disappointing. This...",33137
Eden In Eden,"What a great find!

Even though I wasn't feeling good but I was hungry so we went in for a quick bite.

I just got a berry smoothie that was alright, but I...",33145
Eden In Eden,"A 2 for a nice vibe, healthy options which were over shadowed by bad service and a meal that seemed to be missed something. I don't live in Miami but I...",33145
Eden In Eden,"So glad I discovered this little place on Coral way!!
Nice decor,bright colors,cozy atmosphere!
Friendly and helpful staff!
It really gives the feeling of...",33145
Coppola's Ristorante Italiano,"You're missing out on an amazing food trip if you don't experience Coppola's at least once in your lifetime.

My girlfriend and I were looking for a nice...",33173
Coppola's Ristorante Italiano,"This place is amazing, FANTASTIC for events. Owner is an outstanding gentleman. The pasta is fresh, the salmon is to die for, best lasagna I have ever had....",33173
Coppola's Ristorante Italiano,"I came to Coppola's on a Sunday afternoon and it was surprisingly empty, the waiter instantly greet us and sat us down in a table of our choice, the...",33173
Titanic Brewery & Restaurant,Probably the best old school brewery. Nothing like these new fancy hipster places (Funky or Brass). This is a little gem by the UM Gables campus that has a...,33146
Titanic Brewery & Restaurant,This review is for the event planning.  I contacted Kevin for a party for 100 people.  He was always available via telephone and gave details/options for...,33146
Titanic Brewery & Restaurant,"TLDR - ""Once more you open the door, and you're here in my heart and my heart will go on and on""

It's right next to the undergrad UM campus yet not many...",33146
Rincon Criollo Restaurant,"A great find behind MIA airport, excellent cuban food and at an affordable price, my favorite were the empanadas, and the cuban sandwich, oh and let's not...",33142
Rincon Criollo Restaurant,Probably the worst Cuban food I ever had in Miami to say the least. Two starts because the meat kinda looked of good quality.... but just was completely...,33142
Rincon Criollo Restaurant,"If you only speak English in this English speaking country, good luck. I ordered fries and a Cubano Sandwich. The fries were placed in front of me 2 minutes...",33142
Tap79 Gastropub & Craft Beer Bar,Came to support a friend performing but did check out the beer selection. Nice craft beers on draft and bottled beer. Didn't indulge in the food but they...,33138
Tap79 Gastropub & Craft Beer Bar,"My husband and I are truly regulars here. The burgers are out of this world.

I only recommended:
Bacon & Blue
Tap79 
BBQ Burger ( not on the menu but they...",33138
Tap79 Gastropub & Craft Beer Bar,Great little jewel!!! Excellent selection of beers and the steak and burgers are amazing...so lucky to live only 5 minutes away from this place. And Nichole...,33138
Quinto La Huella,"I really like that place, 
Outside and inside both nice , and romantic. 
Food is good. Especially octopus and melted cheese. You should try as a starter. 
I...",33131
Quinto La Huella,"I've given this place not a second chance, but THIRD. 

After my first two horrible experiences, the owner, Gimena, reached out to cover a meal. I emailed...",33131
Quinto La Huella,"After multiple recommendations we decided to go and try out Quinto La Huella for dinner this past weekend. Located in the new cool Brickell City Center,...",33131
Palatino Jamaican Restaurant,"I love Caribbean food!!!! When I visit Miami, this is my go to restaurant for good Caribbean food. If you aren't paying attention, you would definitely walk...",33127
Palatino Jamaican Restaurant,"Strike one: Ordered a meal via UberEats. The restaurant was out of an item and the food was not ready, making delivery almost 30 minutes past quoted...",33127
Palatino Jamaican Restaurant,"My family and I dined here on a recent visit down. My mother is Jamaican, so I'm particular about my curry. I yelped and found this spot had decent reviews....",33127
BurBowl,Just like Chipotle bowls but BURGER BOWLS. It is a pretty cool concept that turns out to be actually quite good. There are a lot options to curate your own...,33131
BurBowl,"I've ordered from here three times. One time the food never came, the second time the order was completely wrong, and the third time I ordered a double...",33131
BurBowl,This was my 3rd time ordering through yelp/eat24 from this restaurant and the first time my coworkers and I had a good experience the chicken and cilantro...,33131
Chuck Wagon Restaurant,"4/5: Walking into Chuck Wagon, it was a complete change of scenery. It is an old western themed diner with various Miami décor around the restaurant. It...",33155
Chuck Wagon Restaurant,"I have been to a number of Chuck Wagons, this one has HORRIBLE parking and I bring it up because it is just dangerous. Parking is offered on bird road which...",33155
Chuck Wagon Restaurant,"I'm pretty sure this is one of those places that doesn't read their yelp reviews. They believe ""if something ain't broke, don't fix it"" 

I got here on a...",33155
Biscayne Tavern,Great hotel bar.  Was here on a Tuesday and the place was hopping.  The lemon pepper chicken wings and buffalo wings were great.  The bartender was awesome....,33132
Biscayne Tavern,"While in Miami for a brief visit before our cruise, we decided to grab quick breakfast at the restaurant in our hotel.  Biscayne Tavern isn't much - really...",33132
Biscayne Tavern,"Tried to grab a drink at 10:30pm on a Saturday night. They told me the bar was closed. This bar doesn't know how to bar. 

#Fail",33132
Taurus,My favorite neighborhood bar! I probably go here 2-3 a times and I love it. It has such a great atmosphere with different vibes. The front is so chill and...,33133
Taurus,"Taurus is by far my favorite neighborhood hangout in Coconut Grove. It has all the makings of a spot that makes you want to become a regular:
- Cozy outdoor...",33133
Taurus,"A crazy amount of whiskey.. Japanese whiskey .. small batch whiskeys and all the best scotch.

Awesome atmosphere .. all good vibes good prices and cool...",33133
Copper 29 Bar,"I love places with a little bit of character inside, and copper 29 has tons of It from the moment you walk in. Mostly everyone passes by it, and from the...",33134
Copper 29 Bar,My husband and I are Gables residents and decided to stop by this place for a few cocktails after dinner. We went to the bar and ordered a drink- we the...,33134
Copper 29 Bar,"Gave it a star because the music & DJ are great. 
But as someone who has a business in the service industry & my business is also down the street from this...",33134
Ms Cheezious,"Decided to come here for national grilled cheese day (50% off sandwiches all day) and WOW! I loved the different varieties of grilled cheese they have,...",33134
Ms Cheezious,Cool concept. A fast place to eat. I like the turkey melt and their sauces. The design of the restaurant is very industrial and rugged. Staff should be a...,33134
Ms Cheezious,"Grilled cheese sandwiches? How good can it be? Well, pretty damn good. It's simple, pretty quick and DELICIOUS. They have your choice of bread and choice of...",33134
Bangkok Bangkok,"Been coming to Bangkok Bangkok for years and have seen it undergo different management, even as they've reduced the size of the place too.

We came in on a...",33186
Bangkok Bangkok,"I placed a to-go order on Sunday around 2pm, but when I got there the front door said it was closed. I was confused because it said it was open at 1pm....",33186
Bangkok Bangkok,Ordered from here today for take out and everything was really good.  I have to say my favorite thing though was the Class noodle salad... it's a little...,33186
Graziano's in Brickell,"Tried Grazianos with my friend for the first time tonight. Great atmosphere, decor, low-key music, good TV placement, and food of course was good. Both had...",33130
Graziano's in Brickell,"since this place is at the base of my apartment building, I had high hopes. But sometimes this place can be hit or miss. I've had some great meals, and I've...",33130
Graziano's in Brickell,"My office is in the building and I have lunch here every other day , excellent food , lunch prices are affordable and the service is very good ...thanks...",33130
Ruth's Chris Steak House,Came to celebrate my 16th wedding anniversary! We had a wonderful experience. Service was great from the moment we walked in. The host was personable and...,33134
Ruth's Chris Steak House,"This restaurant is known for their steaks. I don't eat meat and I still really enjoyed my meal. I was able to enjoy all of the vegetable side dishes, crab...",33134
Ruth's Chris Steak House,"Honestly, it was all around an amazing meal with service that feels like you're flying Singapore Airlines First Class the entire time you're eating! 

The...",33134
Bahama Breeze,I went to Bahama Breeze with my family earlier this week after another round of physical therapy... This place was several blocks from where I get physical...,33186
Bahama Breeze,"I really do not understand all the fuss about this place.  The food is not great, the drinks are weak, and parking to the place is a bi*ch! The wings are...",33186
Bahama Breeze,"For a chain restaurant this place is not too bad. I'm not a huge fan of the food. Not that's it's bad I just find it kind of blah. 

I mean the the thing...",33186
BrickTop's,"This restaurant saved my evening from having to leave another establishment.  Fast seating & service.  The crab butter rolls was very tasty & fresh.

My...",33134
BrickTop's,My buddies and I decided to get together in Coral Gables for some lunch and drinks.  We wanted to try somewhere we had not been before so we gave BrickTop's...,33134
BrickTop's,BrickTop is my go-to happy hour spot. The patio is absolutely lovely year around. They have wines and well drinks for as cheap as $5 from 4-7pm every...,33134
The Honey Tree,"Best Vegan food in Miami.  Owner holding strong to Local products and being in business for 23 plus years.

Support Local and be the change we want to see...",33137
The Honey Tree,Delicious vegan fresh food sold by the pound! I was there for lunch and had experienced their daily buffet! :) I had a dish full of food including veggie...,33137
The Honey Tree,"This is a hidden gem, especially for vegetarians and vegans, although everyone will enjoy the food here. The Honey Tree is a small natural food store with a...",33137
Best Sub & Sandwich Shop,Love this place if you're looking for a real sub filing and with great taste this is the place! Great service!,33156
Best Sub & Sandwich Shop,"I've never had a bad sub at this local favorite sandwich shop. I always try to will myself to try something new every time I go, but always end up ordering...",33156
Best Sub & Sandwich Shop,I've been here once and my 3 star review is based on how good the sub was.  The only reason it's not a 5 is due to the place being so small with limited...,33156
Green Berry,"The Gabeles Gem

I come here to get thier acai bowl only, but Im sure everything is on point. The bowl is on point with all the goodies a bowl should have....",33134
Green Berry,"Customer Service at an all-time low!

Ever since I used to come here a few years ago, the team and service was always friendly and helpful. Nowadays, it...",33134
Green Berry,This is a good place if you want to dine in or take it to go. I work in the gables but had no time to go pick it up therefore I chose the delivery option....,33134
Duffy's Tavern,"Monday's don't always have to be boring. At Duffy's , Monday nights equals $6.00 burgers due to the ""Stimulus Monday"" special. Want to have a drink and a...",33155
Duffy's Tavern,This place serves subpar bar food. Lack of quality and quantity. They also were only taking cash at the time (not sure if it's a permanent thing) and failed...,33155
Duffy's Tavern,So... hole in the wall type of place that we visited to celebrate the Marine Corps Birthday.  They were definitely pro military which was fun to see. Food...,33155
San Pocho,"Was not our intended restaurant but so glad we landed here. Very friendly and prompt service. 

We ordered the Colombian burger and bandeja Paisa, both were...",33130
San Pocho,"This place is really good! They have a menu in English or Spanish. Our waitress was super nice and prompt.
Order the lemonade. It's real lemonade and...",33130
San Pocho,When I visit miami this is a place I always come to. The waiters are super friendly and work quickly. The food portions are extermly filling and taste...,33130
PizzaRev,"We were in the area looking for a place to eat with both my kids, came to PizzaRev after reading the Yelp reviews. This place is beyond incredible, you...",33134
PizzaRev,I love me a place where you can accumulate points for free food. For every dollar spent you get points on their app; once you get 100 points you get a free...,33134
PizzaRev,"I am to the point where I am eating here at least once a week now. What can I say?  It's quick, affordable, reasonably healthy (if you make it that way) and...",33134
Duffy's Sports Grill,This is my go to spot. What's not to love about two for one drinks all day every day. The food's also great. I've been here countless times and the...,33183
Duffy's Sports Grill,Just ordered take out through Uber Eats. Ordered the Honey Garlic chicken wings which were great.  Sweet potato fries which were meh. And onion rings which...,33183
Duffy's Sports Grill,"We were looking for a last minute lunch spot, and I pulled up Yelp! to see if anything in the area would spark our interest. We had no idea that a Duffy's...",33183
The Cheesecake Factory,"I have been a customer of CCF for ages, I like the huge diversity of the menu, the presentation of the dishes is usually very nice and service is mostly...",33172
The Cheesecake Factory,"Lately I haven't been in love with Cheesecake. The food has been pretty okay, the taste is fine, but way too greasy. 
I ordered the eggplant Parmesan and...",33172
The Cheesecake Factory,"2 terrible visits in a row. Excruciatingly slow service, and our food was terrible. This isn't normally the case, as we love coming here.

Seating time...",33172
Antigua Guatemala Restaurante,This was the first place I tried after moving to Miami and it always meets my expectations. They have great lunch specials til 3pm. I have tried different...,33135
Antigua Guatemala Restaurante,People who rate restaurants like this with less than 4 starts are so dumb. You rate places like this one by their amazing food and nothing else! It's...,33135
Antigua Guatemala Restaurante,This is such a hidden gem! It's ALWAYS full with Guatemalan locals so you know it's good. Get the queso frito and pretty much anything else.,33135
Shawarma Mediterranean Grill,"The labne at Shawarma is reason enough to come: it's tangy, smooth, and tastes fresh. Get an order, and maybe some extra pita, and you're on your way to a...",33186
Shawarma Mediterranean Grill,"I love small ""hole-in-the-wall"" establishments, so I was excited to give Shawarma a try. Our experience however was less than memorable and we probably...",33186
Shawarma Mediterranean Grill,"If you see my review below, you'll notice Ive always loved this place, but lately I've been disappointed. The last two times I've eaten here, the food...",33186
Madruga Bakery,"Yum. Yum. And more yum. 100 % the most fresh and delicious and authentic breakfast place I have ever been to. The girls working there are the sweetest, and...",33146
Madruga Bakery,"Third time's the charm! Get here early if you want the quiche because they sell out early. 

I was visiting Miami, stopped in the bakery for coffee, and...",33146
