Restaurant Name,Url,Rating,Votes,Address,Source,Zip,check,new_zip
La Cremita Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192756-Reviews-La_Cremita_Cafeteria-Miami_Florida.html,,,"2761 Coral Way, Miami, FL 33145",TripAdvisor,33145,TRUE,33145
Gyu-Kaku Miami,http://www.tripadvisor.in/Restaurant_Review-g34438-d6474594-Reviews-Gyu_Kaku_Miami-Miami_Florida.html,"582 of 3,600",5,"Infinity at Brickell Unit R1, 34 SW 13th St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Homestyle Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d1150950-Reviews-Homestyle_Restaurant-Miami_Florida.html,,,"14905 NW 22nd Ave, Miami, FL 33054",TripAdvisor,33054,TRUE,33054
Spice of Havanna Latin Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369968-Reviews-Spice_of_Havanna_Latin_Grill-Miami_Florida.html,,1,"100 SE 2nd St, Ste 1110, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Arahis Bakery & Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d935496-Reviews-Arahis_Bakery_Restaurant-Miami_Florida.html,"1,554 of 3,600",1,"745 SW 8th St, Miami, FL 33130-3310",TripAdvisor,-3310,FALSE,33130
Burger King,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207925-Reviews-Burger_King-Miami_Florida.html,"621 of 3,600",17,"5505 Blue Lagoon Dr, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
Tutto Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192816-Reviews-Tutto_Pizza-Miami_Florida.html,"1,184 of 3,600",3,"1753 SW 3rd Ave, Miami, FL 33129",TripAdvisor,33129,TRUE,33129
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4370991-Reviews-Subway-Miami_Florida.html,"673 of 3,600",5,"3401 N Miami Ave, The Shoppes at Midto Ste 112, Miami, FL 33127",TripAdvisor,33127,TRUE,33127
Spaghettino,http://www.tripadvisor.in/Restaurant_Review-g34438-d4765869-Reviews-Spaghettino-Miami_Florida.html,"395 of 3,600",17,"947 Brickell Ave, Miami, FL",TripAdvisor,"i, FL",FALSE,
Sweet Art by Lucila,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207885-Reviews-Sweet_Art_by_Lucila-Miami_Florida.html,,,"13045 SW 89th Pl, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
Quiznos,http://www.tripadvisor.in/Restaurant_Review-g34438-d4874768-Reviews-Quiznos-Miami_Florida.html,"1,079 of 3,600",1,"2600 NW 87th Ave, Ste 10, Miami, FL 33172",TripAdvisor,33172,TRUE,33172
"Havana Spice
- CLOSED",http://www.tripadvisor.in/Restaurant_Review-g34438-d3471519-Reviews-Havana_Spice-Miami_Florida.html,,1,"8322 S. Dixie HWY, Miami, FL 33143",TripAdvisor,33143,TRUE,33143
Sushi Saki Hammocks,http://www.tripadvisor.in/Restaurant_Review-g34438-d5099762-Reviews-Sushi_Saki_Hammocks-Miami_Florida.html,,,"14649 SW 104th St, Miami, FL 33186-2976",TripAdvisor,-2976,FALSE,33186
Rincon Argentino - Kendall,http://www.tripadvisor.in/Restaurant_Review-g34438-d1995148-Reviews-Rincon_Argentino_Kendall-Miami_Florida.html,"399 of 3,600",20,"7744 N. Kendall Drive, Miami, FL 33156",TripAdvisor,33156,TRUE,33156
New York Roma Pizza & Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d913819-Reviews-New_York_Roma_Pizza_Pasta-Miami_Florida.html,"618 of 3,600",15,"2985 Mcfarland Rd, Coconut Grove, Miami, FL 33133-6010",TripAdvisor,-6010,FALSE,33133
Latin Sports Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d6380625-Reviews-Latin_Sports_Grill-Miami_Florida.html,"827 of 3,600",1,"1001 SW 67 Ave, Suite 105, Miami, FL 33144",TripAdvisor,33144,TRUE,33144
Chuck Wagon Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182241-Reviews-Chuck_Wagon_Restaurant-Miami_Florida.html,"926 of 3,600",2,"7628 SW 117th Ave, Miami, FL 33183",TripAdvisor,33183,TRUE,33183
Canton Star,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196499-Reviews-Canton_Star-Miami_Florida.html,"1,480 of 3,600",1,"15718 SW 72nd St, Miami, FL 33193",TripAdvisor,33193,TRUE,33193
Atchana's East West Kitchen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196506-Reviews-Atchana_s_East_West_Kitchen-Miami_Florida.html,"901 of 3,600",4,"2951 S Bayshore Dr, Miami, FL 33133",TripAdvisor,33133,TRUE,33133
Caviareatery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4824936-Reviews-Caviareatery-Miami_Florida.html,,,"687 NE 79th St, Miami, FL 33138",TripAdvisor,33138,TRUE,33138
Sweet Things Cakes,http://www.tripadvisor.in/Restaurant_Review-g34438-d1582820-Reviews-Sweet_Things_Cakes-Miami_Florida.html,"1,580 of 3,600",2,"13035 Southwest 112 Street, Papa Tave's in the Crossings, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Los Paisanos Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192773-Reviews-Los_Paisanos_Restaurant-Miami_Florida.html,,,"824 W Flagler St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Sol y Son Cuban Cuisine,http://www.tripadvisor.in/Restaurant_Review-g34438-d4440596-Reviews-Sol_y_Son_Cuban_Cuisine-Miami_Florida.html,"1,172 of 3,600",1,"7921 SW 40TH ST Ste 47-48, Miami, FL",TripAdvisor,"i, FL",FALSE,
Los Verdes Corp,http://www.tripadvisor.in/Restaurant_Review-g34438-d4914197-Reviews-Los_Verdes_Corp-Miami_Florida.html,"906 of 3,600",1,"2426 SW 137th Ave, Miami, FL 33175-6311",TripAdvisor,-6311,FALSE,33175
Bita's Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192805-Reviews-Bita_s_Cafe-Miami_Florida.html,,,"6101 Blue Lagoon Dr, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
Dewan Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192722-Reviews-Dewan_Restaurant-Miami_Florida.html,,,"16606 N Miami Ave, Miami, FL 33169",TripAdvisor,33169,TRUE,33169
Mayumi Japanese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182208-Reviews-Mayumi_Japanese_Restaurant-Miami_Florida.html,,,"12374 SW 127th Ave, Miami, FL 33186",TripAdvisor,33186,TRUE,33186
Express Subs & Pasta,http://www.tripadvisor.in/Restaurant_Review-g34438-d4371001-Reviews-Express_Subs_Pasta-Miami_Florida.html,,,"10000 SW 56th St, Miami, FL 33165",TripAdvisor,33165,TRUE,33165
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182140-Reviews-Subway-Miami_Florida.html,,,"7098 SW 117th Ave, Miami, FL 33183",TripAdvisor,33183,TRUE,33183
Elements Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509182-Reviews-Elements_Restaurant-Miami_Florida.html,,,"3930 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Primos,http://www.tripadvisor.in/Restaurant_Review-g34438-d1974663-Reviews-Primos-Miami_Florida.html,"179 of 3,600",74,"1717 N.Bayshore Drive, DoubleTree Hotel, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
4100 Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4242538-Reviews-4100_Restaurant-Miami_Florida.html,"1,689 of 3,600",3,"4100 Flagler Road, Miami, FL",TripAdvisor,"i, FL",FALSE,
Coral,http://www.tripadvisor.in/Restaurant_Review-g34438-d4204882-Reviews-Coral-Miami_Florida.html,"1,111 of 3,600",1,"7390 NW 35th Ter, Miami, FL 33122",TripAdvisor,33122,TRUE,33122
La Quinta Cafeteria Barbeque,http://www.tripadvisor.in/Restaurant_Review-g34438-d4199802-Reviews-La_Quinta_Cafeteria_Barbeque-Miami_Florida.html,,,"7830 Coral Way, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Sea salt and. Pepper. Miami fl,http://www.tripadvisor.in/Restaurant_Review-g34438-d5962453-Reviews-Sea_salt_and_Pepper_Miami_fl-Miami_Florida.html,"645 of 3,600",45,"N river drive, Miami, FL",TripAdvisor,"i, FL",FALSE,
Palace Cafe & Dairy,http://www.tripadvisor.in/Restaurant_Review-g34438-d851006-Reviews-Palace_Cafe_Dairy-Miami_Florida.html,,,"1300 NW 7th St, Miami, FL 33125-3704",TripAdvisor,-3704,FALSE,33125
Jade's Garden,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193424-Reviews-Jade_s_Garden-Miami_Florida.html,,,"11227 SW 152nd St, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
Tutopazzo,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192794-Reviews-Tutopazzo-Miami_Florida.html,,,"395 NE 59th St, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Hibachi Grill & Noodle,http://www.tripadvisor.in/Restaurant_Review-g34438-d2559909-Reviews-Hibachi_Grill_Noodle-Miami_Florida.html,"1,488 of 3,600",9,"45 NE 3rd Avenue, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Papo Llega Y PON,http://www.tripadvisor.in/Restaurant_Review-g34438-d911061-Reviews-Papo_Llega_Y_PON-Miami_Florida.html,"658 of 3,600",6,"2928 NW 17th Ave, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
La Paris Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4509177-Reviews-La_Paris_Cafe-Miami_Florida.html,"1,325 of 3,600",1,"251 SE 1st St, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Dairy Queen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182276-Reviews-Dairy_Queen-Miami_Florida.html,,,"10371 Hammocks Blvd, Miami, FL 33196",TripAdvisor,33196,TRUE,33196
Pizza Hut,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193493-Reviews-Pizza_Hut-Miami_Florida.html,"881 of 3,600",1,"19960 NW 2nd Ave, Miami, FL 33169",TripAdvisor,33169,TRUE,33169
Food Elements Incorporated,http://www.tripadvisor.in/Restaurant_Review-g34438-d937644-Reviews-Food_Elements_Incorporated-Miami_Florida.html,"1,289 of 3,600",3,"3841 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Box Park,http://www.tripadvisor.in/Restaurant_Review-g34438-d4759949-Reviews-Box_Park-Miami_Florida.html,"1,084 of 3,600",1,"1111 sw 1ST Avenue, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Lauras Burger Bar,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182370-Reviews-Lauras_Burger_Bar-Miami_Florida.html,,,"18798 W Dixie Hwy, Miami, FL, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
Thea Pizzeria & Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4036635-Reviews-Thea_Pizzeria_Cafe-Miami_Florida.html,"750 of 3,600",5,"1951 NW 7th Ave., Miami, FL",TripAdvisor,"i, FL",FALSE,
Dutch Pot Jamaican Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182073-Reviews-Dutch_Pot_Jamaican_Restaurant-Miami_Florida.html,,,"1518 NE 205th Ter, Miami, FL 33179",TripAdvisor,33179,TRUE,33179
Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193502-Reviews-Wendy_s-Miami_Florida.html,,,"2000 NW 10th Ave, Miami, FL 33127",TripAdvisor,33127,TRUE,33127
Sabor La Esquina Del,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194131-Reviews-Sabor_La_Esquina_Del-Miami_Florida.html,,,"3695 NW 46th St, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Rubido's Cafeteria,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194124-Reviews-Rubido_s_Cafeteria-Miami_Florida.html,,,"532 SW 109th Ave, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Harry's Pizzeria,http://www.tripadvisor.in/Restaurant_Review-g34438-d2363706-Reviews-Harry_s_Pizzeria-Miami_Florida.html,"69 of 3,600",60,"3918 North Miami Avenue, Miami, FL",TripAdvisor,"i, FL",FALSE,
Quiznos,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207537-Reviews-Quiznos-Miami_Florida.html,,,"15465 SW 137th Ave, Miami, FL 33177",TripAdvisor,33177,TRUE,33177
Pekin Chinese Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4037673-Reviews-Pekin_Chinese_Restaurant-Miami_Florida.html,"1,406 of 3,600",1,"2293 SW 17th Ave, Miami, FL 33145",TripAdvisor,33145,TRUE,33145
YUZU Frozen Yogurt,http://www.tripadvisor.in/Restaurant_Review-g34438-d5076100-Reviews-YUZU_Frozen_Yogurt-Miami_Florida.html,"878 of 3,600",1,"235 SW 8th St, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4369040-Reviews-Subway-Miami_Florida.html,,,"2336 Biscayne Blvd, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Cafe Coco,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182006-Reviews-Cafe_Coco-Miami_Florida.html,,,"8665 Coral Way, Miami, FL 33155",TripAdvisor,33155,TRUE,33155
Nandos Pizza & Grill Chicken,http://www.tripadvisor.in/Restaurant_Review-g34438-d4502878-Reviews-Nandos_Pizza_Grill_Chicken-Miami_Florida.html,,,"11510 SW 147th Ave, Miami, FL 33196-2443 (Formerly Nandos Pizza and Grill Chicken Halal Inc)",TripAdvisor, Inc),FALSE,
Marcelino Pan Y Vino,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182336-Reviews-Marcelino_Pan_Y_Vino-Miami_Florida.html,,,"13204 NW 8th Ln, Miami, FL 33182",TripAdvisor,33182,TRUE,33182
La Estacion Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192790-Reviews-La_Estacion_Cafe-Miami_Florida.html,"663 of 3,600",4,"1390 Brickell Ave., Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Em's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4952044-Reviews-Em_s_Restaurant-Miami_Florida.html,,,"2152 NW 27th Ave, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
Rush Hour Smoothies Inc,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193412-Reviews-Rush_Hour_Smoothies_Inc-Miami_Florida.html,,,"16051 S Dixie Hwy, Apt S, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
Rotelli,http://www.tripadvisor.in/Restaurant_Review-g34438-d3924224-Reviews-Rotelli-Miami_Florida.html,"1,019 of 3,600",5,"11401 NW 12th Street E-500, Miami, FL 33172",TripAdvisor,33172,TRUE,33172
Tropics Thai,http://www.tripadvisor.in/Restaurant_Review-g34438-d4334706-Reviews-Tropics_Thai-Miami_Florida.html,,,"48 E Flagler St, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Jose O Cocina W Ileana,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182377-Reviews-Jose_O_Cocina_W_Ileana-Miami_Florida.html,,,"743 NW 33rd Ave, Miami, FL 33125",TripAdvisor,33125,TRUE,33125
Latin Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508679-Reviews-Latin_Restaurant-Miami_Florida.html,,,"10720 W Flagler St, Miami, FL 33174",TripAdvisor,33174,TRUE,33174
Rubies Soulfood Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4206095-Reviews-Rubies_Soulfood_Restaurant-Miami_Florida.html,,,"17640 Homestead Ave, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
Black Angus Steakhouse,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182363-Reviews-Black_Angus_Steakhouse-Miami_Florida.html,,,"7199 SW 117th Ave, Miami, FL 33183",TripAdvisor,33183,TRUE,33183
Nueva San Salvador,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196502-Reviews-Nueva_San_Salvador-Miami_Florida.html,,,"1147 NW 22nd Ave, Miami, FL 33125-2738",TripAdvisor,-2738,FALSE,33125
Crepe Maker,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562548-Reviews-Crepe_Maker-Miami_Florida.html,"910 of 3,600",1,"401 Biscayne Blvd, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Mamma Caruso's Pizzeria,http://www.tripadvisor.in/Restaurant_Review-g34438-d3972468-Reviews-Mamma_Caruso_s_Pizzeria-Miami_Florida.html,"1,644 of 3,600",2,"2905 NE 2nd Ave, Miami, FL 33137",TripAdvisor,33137,TRUE,33137
Deli Lane,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193507-Reviews-Deli_Lane-Miami_Florida.html,"680 of 3,600",6,"921 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Gyroville,http://www.tripadvisor.in/Restaurant_Review-g34438-d5014216-Reviews-Gyroville-Miami_Florida.html,"596 of 3,600",3,"8841 SW 107th Ave, Miami, FL 33176-1411",TripAdvisor,-1411,FALSE,33176
The Root Cellar,http://www.tripadvisor.in/Restaurant_Review-g34438-d5423147-Reviews-The_Root_Cellar-Miami_Florida.html,,,"415 NE 2nd Ave, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Hungry Hippos Hoagies,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182106-Reviews-Hungry_Hippos_Hoagies-Miami_Florida.html,,,"40 NE 1st Avenue, Miami, FL 33033",TripAdvisor,33033,TRUE,33033
La Palma Restaurant in the Gables,http://www.tripadvisor.in/Restaurant_Review-g34438-d4201295-Reviews-La_Palma_Restaurant_in_the_Gables-Miami_Florida.html,"1,313 of 3,600",1,"116 Alhambra Cir, Ste 140, Miami, FL 33134-4538",TripAdvisor,-4538,FALSE,33134
Francisco's Cafe and Services,http://www.tripadvisor.in/Restaurant_Review-g34438-d4194034-Reviews-Francisco_s_Cafe_and_Services-Miami_Florida.html,,,"2711 SW 137th Ave, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Moe's Southwest Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192718-Reviews-Moe_s_Southwest_Grill-Miami_Florida.html,"1,220 of 3,600",2,"8746 Mills Drive, Miami, FL 33183",TripAdvisor,33183,TRUE,33183
Domino's Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4828681-Reviews-Domino_s_Pizza-Miami_Florida.html,,,"7309 SW 107th Ave, Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Compesino Restaurante,http://www.tripadvisor.in/Restaurant_Review-g34438-d4196496-Reviews-Compesino_Restaurante-Miami_Florida.html,,,"2001 NW 36th St, Miami, FL 33142",TripAdvisor,33142,TRUE,33142
J-C Chinese Restaurant Inc,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192838-Reviews-J_C_Chinese_Restaurant_Inc-Miami_Florida.html,"1,623 of 3,600",1,"9528 SW 160th St, Miami, FL 33157",TripAdvisor,33157,TRUE,33157
World Famous Mr.Boneless,http://www.tripadvisor.in/Restaurant_Review-g34438-d5212437-Reviews-World_Famous_Mr_Boneless-Miami_Florida.html,,,"79 St. N.W. 18 Ave, Miami, FL 33147",TripAdvisor,33147,TRUE,33147
Pizza Bar Downtown,http://www.tripadvisor.in/Restaurant_Review-g34438-d2514805-Reviews-Pizza_Bar_Downtown-Miami_Florida.html,"1,448 of 3,600",1,"228 Southeast 1st Street, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Wendy's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207895-Reviews-Wendy_s-Miami_Florida.html,"1,333 of 3,600",1,"1350 Miller Dr, Rm 132, Miami, FL 33146",TripAdvisor,33146,TRUE,33146
Tabu Bistro,http://www.tripadvisor.in/Restaurant_Review-g34438-d5100557-Reviews-Tabu_Bistro-Miami_Florida.html,,,"1062 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Norman Brothers Produce,http://www.tripadvisor.in/Restaurant_Review-g34438-d495802-Reviews-Norman_Brothers_Produce-Miami_Florida.html,"104 of 3,600",16,"7621 SW 87th Ave., Miami, FL 33173",TripAdvisor,33173,TRUE,33173
Little Caesars,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182308-Reviews-Little_Caesars-Miami_Florida.html,,,"19975 NW 2nd Avenue Dairy Xing, # Ivest, Miami, FL 33169",TripAdvisor,33169,TRUE,33169
Domino's Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182070-Reviews-Domino_s_Pizza-Miami_Florida.html,,,"11930 SW 8th St, Miami, FL 33184",TripAdvisor,33184,TRUE,33184
El Palacio De Los Jugos,http://www.tripadvisor.in/Restaurant_Review-g34438-d445706-Reviews-El_Palacio_De_Los_Jugos-Miami_Florida.html,"87 of 3,600",124,"5721 W Flagler Street, Miami, FL 33144-3433",TripAdvisor,-3433,FALSE,33144
Roma Bakery,http://www.tripadvisor.in/Restaurant_Review-g34438-d4560301-Reviews-Roma_Bakery-Miami_Florida.html,"1,651 of 3,600",1,"4897 SW 8th St, Miami, FL 33134",TripAdvisor,33134,TRUE,33134
Starbucks,http://www.tripadvisor.in/Restaurant_Review-g34438-d4292336-Reviews-Starbucks-Miami_Florida.html,,,"901 South Miami Avenue, Mary Brickell Village 106, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Bite Gastrotruck,http://www.tripadvisor.in/Restaurant_Review-g34438-d4811318-Reviews-Bite_Gastrotruck-Miami_Florida.html,,,"Miami Shores, Miami, FL 33138",TripAdvisor,33138,TRUE,33138
Prana Health Food Vegetarian,http://www.tripadvisor.in/Restaurant_Review-g34438-d4478150-Reviews-Prana_Health_Food_Vegetarian-Miami_Florida.html,,,"7293 NW 36th St, Miami, FL 33166",TripAdvisor,33166,TRUE,33166
The Back of The Road Sports Grill,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192747-Reviews-The_Back_of_The_Road_Sports_Grill-Miami_Florida.html,"1,014 of 3,600",2,"15420 SW 136th St, Miami, FL 33196-2669",TripAdvisor,-2669,FALSE,33196
Yuka Deli Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4310362-Reviews-Yuka_Deli_Restaurant-Miami_Florida.html,"1,197 of 3,600",1,"5899 NW 36th Street, Miami, FL",TripAdvisor,"i, FL",FALSE,
McDonald's,http://www.tripadvisor.in/Restaurant_Review-g34438-d4562593-Reviews-McDonald_s-Miami_Florida.html,"1,367 of 3,600",1,"3747 NW 7th St, Miami, FL 33126",TripAdvisor,33126,TRUE,33126
El Maranon Restaurante,http://www.tripadvisor.in/Restaurant_Review-g34438-d4508504-Reviews-El_Maranon_Restaurante-Miami_Florida.html,,,"2045 NW 7th Street, Miami, FL 33125",TripAdvisor,33125,TRUE,33125
Tasty Choices,http://www.tripadvisor.in/Restaurant_Review-g34438-d4193387-Reviews-Tasty_Choices-Miami_Florida.html,,,"215 N Miami Ave, Miami, FL 33128-1827",TripAdvisor,-1827,FALSE,33128
ThreeFortyFive,http://www.tripadvisor.in/Restaurant_Review-g34438-d2649945-Reviews-ThreeFortyFive-Miami_Florida.html,,,"255 Byscane Blvd Way, JW Marriott, Miami, FL",TripAdvisor,"i, FL",FALSE,
Lotus House Chinese Food,http://www.tripadvisor.in/Restaurant_Review-g34438-d4192809-Reviews-Lotus_House_Chinese_Food-Miami_Florida.html,,,"9061 SW 107th Ave, Miami, FL 33176",TripAdvisor,33176,TRUE,33176
La Paisana Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d4211892-Reviews-La_Paisana_Restaurant-Miami_Florida.html,"862 of 3,600",1,"200 NW 8th Ave, Miami, FL 33128",TripAdvisor,33128,TRUE,33128
Asado Xpress,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182347-Reviews-Asado_Xpress-Miami_Florida.html,,,"13327 SW 42nd St, Miami, FL 33175",TripAdvisor,33175,TRUE,33175
Jamon Iberico Pata Negra,http://www.tripadvisor.in/Restaurant_Review-g34438-d3185349-Reviews-Jamon_Iberico_Pata_Negra-Miami_Florida.html,"3 of 3,600",49,"10 SW South River Dr., Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Pei Wei Asian Diner,http://www.tripadvisor.in/Restaurant_Review-g34438-d5109031-Reviews-Pei_Wei_Asian_Diner-Miami_Florida.html,"1,186 of 3,600",2,"2283 SW 37th Ave, Miami, FL 33145-3009",TripAdvisor,-3009,FALSE,33145
Miami Grill Catering LLC,http://www.tripadvisor.in/Restaurant_Review-g34438-d2264628-Reviews-Miami_Grill_Catering_LLC-Miami_Florida.html,"1,401 of 3,600",1,"2350 W 84 St, Bay 8, Miami, FL 33016",TripAdvisor,33016,TRUE,33016
Baru Urbano,http://www.tripadvisor.in/Restaurant_Review-g34438-d1978464-Reviews-Baru_Urbano-Miami_Florida.html,"710 of 3,600",55,"1001 S. Miami Avenue, Miami, FL 33130",TripAdvisor,33130,TRUE,33130
Nrgize Lifestyle Cafe,http://www.tripadvisor.in/Restaurant_Review-g34438-d5099530-Reviews-Nrgize_Lifestyle_Cafe-Miami_Florida.html,,,"8555 SW 124th Ave, Miami, FL 33183-4600",TripAdvisor,-4600,FALSE,33183
Momi Ramen,http://www.tripadvisor.in/Restaurant_Review-g34438-d4041109-Reviews-Momi_Ramen-Miami_Florida.html,"743 of 3,600",16,"5 SW 11th Street, Miami, FL",TripAdvisor,"i, FL",FALSE,
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182202-Reviews-Subway-Miami_Florida.html,,,"16219 SW 88th St, Miami, FL 33196",TripAdvisor,33196,TRUE,33196
University Restaurant & Patio,http://www.tripadvisor.in/Restaurant_Review-g34438-d3421420-Reviews-University_Restaurant_Patio-Miami_Florida.html,"982 of 3,600",11,"1050 NW 14th St, Miami, FL 33136",TripAdvisor,33136,TRUE,33136
Island Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d1045337-Reviews-Island_Restaurant-Miami_Florida.html,"1,599 of 3,600",3,"10201 Hammocks Blvd # 143, Miami, FL 33196",TripAdvisor,33196,TRUE,33196
Aponte Family,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182225-Reviews-Aponte_Family-Miami_Florida.html,,,"7100 Bird Rd, Miami, FL 33155-3760",TripAdvisor,-3760,FALSE,33155
Archie's Gourmet Pizza,http://www.tripadvisor.in/Restaurant_Review-g34438-d4207928-Reviews-Archie_s_Gourmet_Pizza-Miami_Florida.html,"1,639 of 3,600",1,"18841 Biscayne Blvd, Miami, FL 33180",TripAdvisor,33180,TRUE,33180
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182394-Reviews-Subway-Miami_Florida.html,"869 of 3,600",1,"600 Brickell Ave, Miami, FL 33131",TripAdvisor,33131,TRUE,33131
Original Junie's Restaurant,http://www.tripadvisor.in/Restaurant_Review-g34438-d924105-Reviews-Original_Junie_s_Restaurant-Miami_Florida.html,"1,532 of 3,600",1,"18400 NW 2nd Ave Ste 11, Miami, FL 33169",TripAdvisor,33169,TRUE,33169
Subway,http://www.tripadvisor.in/Restaurant_Review-g34438-d4182390-Reviews-Subway-Miami_Florida.html,,,"234 NE 3rd St, Miami, FL 33132",TripAdvisor,33132,TRUE,33132
Wine Vault,http://www.tripadvisor.in/Restaurant_Review-g34438-d4915414-Reviews-Wine_Vault-Miami_Florida.html,,,"3201 N Miami Ave, Miami, FL 33127-3521",TripAdvisor,-3521,FALSE,33127
